link,loss,name,position,team,tie,win,year
/coaches/ReevDa0.htm,3,Dan Reeves,Offensive Backfield,Dallas Cowboys,0,11,1976
/coaches/StalGe0.htm,3,Gene Stallings,Defensive Backs,Dallas Cowboys,0,11,1976
/coaches/McKaJo0.htm,14,John McKay,Coach,Tampa Bay Buccaneers,0,0,1976
/coaches/RaucJo0.htm,14,John Rauch,Offensive Coordinator,Tampa Bay Buccaneers,0,0,1976
/coaches/GibrAb0.htm,14,Abe Gibron,Defensive Coordinator,Tampa Bay Buccaneers,0,0,1976
/coaches/FontWa0.htm,14,Wayne Fontes,Defensive Backs,Tampa Bay Buccaneers,0,0,1976
/coaches/WiggPa0.htm,9,Paul Wiggin,Coach,Kansas City Chiefs,0,5,1976
/coaches/FranCh0.htm,9,Chet Franklin,Offensive Coordinator,Kansas City Chiefs,0,5,1976
/coaches/CostVi0.htm,9,Vince Costello,Defensive Coordinator,Kansas City Chiefs,0,5,1976
/coaches/BettTo0.htm,9,Tom Bettis,Defensive Backs,Kansas City Chiefs,0,5,1976
/coaches/SchnBo0.htm,9,Bob Schnelker,Assistant,Kansas City Chiefs,0,5,1976
/coaches/ProtTo0.htm,8,Tommy Prothro,Coach,San Diego Chargers,0,6,1976
/coaches/WalsBi0.htm,8,Bill Walsh,Offensive Coordinator,San Diego Chargers,0,6,1976
/coaches/ZampEr0.htm,8,Ernie Zampese,Secondary,San Diego Chargers,0,6,1976
/coaches/RalsJo0.htm,5,John Ralston,Coach,Denver Broncos,0,9,1976
/coaches/ColeMa0.htm,5,Max Coley,Offensive Coordinator,Denver Broncos,0,9,1976
/coaches/CollJo0.htm,5,Joe Collier,Defensive Coordinator,Denver Broncos,0,9,1976
/coaches/UricRi0.htm,5,Richard Urich,Offensive Line,Denver Broncos,0,9,1976
/coaches/MaddJo0.htm,1,John Madden,Coach,Oakland Raiders,0,13,1976
/coaches/FlorTo0.htm,1,Tom Flores,Receivers,Oakland Raiders,0,13,1976
/coaches/ZemaBo0.htm,1,Bob Zeman,Defensive Backs,Oakland Raiders,0,13,1976
/coaches/PhilBu0.htm,9,Bum Phillips,Coach,Houston Oilers,0,5,1976
/coaches/HillKi0.htm,9,King Hill,Offensive Coordinator,Houston Oilers,0,5,1976
/coaches/BileEd0.htm,9,Ed Biles,Defensive Coordinator,Houston Oilers,0,5,1976
/coaches/PhilWa0.htm,9,Wade Phillips,Linebackers,Houston Oilers,0,5,1976
/coaches/GregFo0.htm,5,Forrest Gregg,Coach,Cleveland Browns,0,9,1976
/coaches/ModzDi0.htm,5,Dick Modzelewski,Defensive Coordinator,Cleveland Browns,0,9,1976
/coaches/BerrRa0.htm,5,Raymond Berry,Receivers,Cleveland Browns,0,9,1976
/coaches/CollBl0.htm,5,Blanton Collier,Quarterbacks,Cleveland Browns,0,9,1976
/coaches/CoreWa0.htm,5,Walt Corey,Linebackers,Cleveland Browns,0,9,1976
/coaches/SefcGe0.htm,5,George Sefcik,Quarterbacks/Running Backs,Cleveland Browns,0,9,1976
/coaches/JohnBi0.htm,4,Bill Johnson,Coach,Cincinnati Bengals,0,10,1976
/coaches/BrinHo0.htm,4,Howard Brinker,Defensive Coordinator,Cincinnati Bengals,0,10,1976
/coaches/McCoMi0.htm,4,Mike McCormack,Offensive Line,Cincinnati Bengals,0,10,1976
/coaches/WinnCh0.htm,4,Charley Winner,Defensive Backs,Cincinnati Bengals,0,10,1976
/coaches/NollCh0.htm,4,Chuck Noll,Coach,Pittsburgh Steelers,0,10,1976
/coaches/CarsBu0.htm,4,Bud Carson,Defensive Coordinator,Pittsburgh Steelers,0,10,1976
/coaches/WideWo0.htm,4,Woody Widenhofer,Linebackers,Pittsburgh Steelers,0,10,1976
/coaches/RingJi0.htm,9,Jim Ringo,Coach,Buffalo Bills,0,0,1976
/coaches/SabaLo0.htm,3,Lou Saban,Coach,Buffalo Bills,0,2,1976
/coaches/McCaRi0.htm,3,Richie McCabe,Defensive Coordinator,Buffalo Bills,0,2,1976
/coaches/HoloMi0.htm,1,Mike Holovak,Coach,New York Jets,0,0,1976
/coaches/HoltLo0.htm,10,Lou Holtz,Coach,New York Jets,0,3,1976
/coaches/MichWa0.htm,10,Walt Michaels,Defensive Coordinator,New York Jets,0,3,1976
/coaches/HennDa0.htm,10,Dan Henning,Quarterbacks/Receivers Coach,New York Jets,0,3,1976
/coaches/ShulDo0.htm,8,Don Shula,Coach,Miami Dolphins,0,6,1976
/coaches/SchnHo0.htm,8,Howard Schnellenberger,Offensive Coordinator,Miami Dolphins,0,6,1976
/coaches/ArnsBi0.htm,8,Bill Arnsparger,Defensive Coordinator,Miami Dolphins,0,6,1976
/coaches/FairCh0.htm,3,Chuck Fairbanks,Coach,New England Patriots,0,11,1976
/coaches/BullHa0.htm,3,Hank Bullough,Assistant Head Coach/Defensive Line,New England Patriots,0,11,1976
/coaches/ErhaRo0.htm,3,Ron Erhardt,Backfield Coach,New England Patriots,0,11,1976
/coaches/MillRe0.htm,3,Red Miller,Offensive Line,New England Patriots,0,11,1976
/coaches/PerkRa0.htm,3,Ray Perkins,Wide Receivers,New England Patriots,0,11,1976
/coaches/MarcTe0.htm,3,Ted Marchibroda,Coach,Baltimore Colts,0,11,1976
/coaches/BaugMa0.htm,3,Maxie Baughan,Defensive Coordinator,Baltimore Colts,0,11,1976
/coaches/MeyeKe0.htm,9,Ken Meyer,Coach,San Francisco 49ers,0,5,1977
/coaches/RayeJi0.htm,9,Jimmy Raye,Wide Receivers,San Francisco 49ers,0,5,1977
/coaches/ShofJi0.htm,9,Jim Shofner,Defensive Backs,San Francisco 49ers,0,5,1977
/coaches/BennLe0.htm,7,Leeman Bennett,Coach,Atlanta Falcons,0,7,1977
/coaches/GlanJe0.htm,7,Jerry Glanville,Defensive Backs,Atlanta Falcons,0,7,1977
/coaches/NortJo0.htm,7,John North,Offensive Backs,Atlanta Falcons,0,7,1977
/coaches/ShivDo0.htm,7,Doug Shivley,Linebackers,Atlanta Falcons,0,7,1977
/coaches/KnoxCh0.htm,4,Chuck Knox,Coach,Los Angeles Rams,0,10,1977
/coaches/MalaRa0.htm,4,Ray Malavasi,Defensive Coordinator,Los Angeles Rams,0,10,1977
/coaches/CatlTo0.htm,4,Tom Catlin,Linebackers,Los Angeles Rams,0,10,1977
/coaches/FaulJa0.htm,4,Jack Faulkner,Assistant,Los Angeles Rams,0,10,1977
/coaches/StepKa0.htm,4,Kay Stephenson,Quarterbacks,Los Angeles Rams,0,10,1977
/coaches/McKaJo0.htm,12,John McKay,Coach,Tampa Bay Buccaneers,0,2,1977
/coaches/FontWa0.htm,12,Wayne Fontes,Defensive Backs,Tampa Bay Buccaneers,0,2,1977
/coaches/GibrAb0.htm,12,Abe Gibron,Defensive Line,Tampa Bay Buccaneers,0,2,1977
/coaches/StarBa0.htm,10,Bart Starr,Coach,Green Bay Packers,0,4,1977
/coaches/HannDa0.htm,10,Dave Hanner,Defensive Coordinator,Green Bay Packers,0,4,1977
/coaches/BratZe0.htm,10,Zeke Bratkowski,Quarterbacks,Green Bay Packers,0,4,1977
/coaches/LeBeDi0.htm,10,Dick LeBeau,Defensive Backs,Green Bay Packers,0,4,1977
/coaches/HudsTo0.htm,8,Tommy Hudspeth,Coach,Detroit Lions,0,6,1977
/coaches/HughEd0.htm,8,Ed Hughes,Offensive Coordinator,Detroit Lions,0,6,1977
/coaches/BeliBi0.htm,8,Bill Belichick,Receivers,Detroit Lions,0,6,1977
/coaches/McVaJo0.htm,9,John McVay,Coach,New York Giants,0,5,1977
/coaches/GibsBo0.htm,9,Bob Gibson,Offensive Coordinator,New York Giants,0,5,1977
/coaches/SchoMa0.htm,9,Marty Schottenheimer,Defensive Coordinator,New York Giants,0,5,1977
/coaches/InfaLi0.htm,9,Lindy Infante,Wide Receivers Coach,New York Giants,0,5,1977
/coaches/VermDi0.htm,9,Dick Vermeil,Coach,Philadelphia Eagles,0,5,1977
/coaches/CampMa0.htm,9,Marion Campbell,Defensive Coordinator,Philadelphia Eagles,0,5,1977
/coaches/BrunFr0.htm,9,Fred Bruney,Defensive Backs,Philadelphia Eagles,0,5,1977
/coaches/CourDi0.htm,9,Dick Coury,Wide Receivers,Philadelphia Eagles,0,5,1977
/coaches/PardJa0.htm,5,Jack Pardee,Coach,Chicago Bears,0,9,1977
/coaches/GillSi0.htm,5,Sid Gillman,Offensive Coordinator,Chicago Bears,0,9,1977
/coaches/GranBu0.htm,5,Bud Grant,Coach,Minnesota Vikings,0,9,1977
/coaches/BurnJe0.htm,5,Jerry Burns,Offensive Coordinator,Minnesota Vikings,0,9,1977
/coaches/ArmsNe0.htm,5,Neill Armstrong,Defensive Coordinator,Minnesota Vikings,0,9,1977
/coaches/RyanBu0.htm,5,Buddy Ryan,Defensive Line,Minnesota Vikings,0,9,1977
/coaches/CoryDo0.htm,7,Don Coryell,Coach,St. Louis Cardinals,0,7,1977
/coaches/WilsRa0.htm,7,Ray Willsey,Defensive Coordinator,St. Louis Cardinals,0,7,1977
/coaches/GibbJo0.htm,7,Joe Gibbs,Offensive Backfield,St. Louis Cardinals,0,7,1977
/coaches/GilmHa0.htm,7,Harry Gilmer,Quarterbacks,St. Louis Cardinals,0,7,1977
/coaches/HaniJi0.htm,7,Jim Hanifan,Offensive Line,St. Louis Cardinals,0,7,1977
/coaches/AlleGe0.htm,5,George Allen,Coach,Washington Redskins,0,9,1977
/coaches/WallCh0.htm,5,Charlie Waller,Offensive Coordinator,Washington Redskins,0,9,1977
/coaches/TorgLa0.htm,5,LaVern Torgeson,Defensive Coordinator,Washington Redskins,0,9,1977
/coaches/AustBi0.htm,5,Bill Austin,Offensive Line,Washington Redskins,0,9,1977
/coaches/WaltJo0.htm,5,Joe Walton,Running Backs,Washington Redskins,0,9,1977
/coaches/LandTo0.htm,2,Tom Landry,Coach,Dallas Cowboys,0,12,1977
/coaches/ReevDa0.htm,2,Dan Reeves,Offensive Coordinator,Dallas Cowboys,0,12,1977
/coaches/StauEr0.htm,2,Ernie Stautner,Defensive Coordinator,Dallas Cowboys,0,12,1977
/coaches/DitkMi0.htm,2,Mike Ditka,Special Teams/Receivers,Dallas Cowboys,0,12,1977
/coaches/StalGe0.htm,2,Gene Stallings,Defensive Backs,Dallas Cowboys,0,12,1977
/coaches/PateJa0.htm,9,Jack Patera,Coach,Seattle Seahawks,0,5,1977
/coaches/BoghSa0.htm,9,Sam Boghosian,Offensive Coordinator,Seattle Seahawks,0,5,1977
/coaches/BettTo0.htm,6,Tom Bettis,Coach,Kansas City Chiefs,0,1,1977
/coaches/HollBo0.htm,9,Bob Hollway,Defensive Coordinator,Seattle Seahawks,0,5,1977
/coaches/WiggPa0.htm,6,Paul Wiggin,Coach,Kansas City Chiefs,0,1,1977
/coaches/SchnBo0.htm,6,Bob Schnelker,Offensive Coordinator,Kansas City Chiefs,0,1,1977
/coaches/BettTo0.htm,6,Tom Bettis,Defensive Coordinator,Kansas City Chiefs,0,1,1977
/coaches/ChriJa0.htm,6,Jack Christiansen,Offensive Backfield,Kansas City Chiefs,0,1,1977
/coaches/ProtTo0.htm,7,Tommy Prothro,Coach,San Diego Chargers,0,7,1977
/coaches/ColeMa0.htm,7,Max Coley,Offensive Coordinator,San Diego Chargers,0,7,1977
/coaches/MaddJo0.htm,3,John Madden,Coach,Oakland Raiders,0,11,1977
/coaches/FlorTo0.htm,3,Tom Flores,Receivers,Oakland Raiders,0,11,1977
/coaches/ZemaBo0.htm,3,Bob Zeman,Defensive Backs,Oakland Raiders,0,11,1977
/coaches/MillRe0.htm,2,Red Miller,Coach,Denver Broncos,0,12,1977
/coaches/CollJo0.htm,2,Joe Collier,Defensive Coordinator,Denver Broncos,0,12,1977
/coaches/ModzDi0.htm,1,Dick Modzelewski,Coach,Cleveland Browns,0,0,1977
/coaches/GregFo0.htm,7,Forrest Gregg,Coach,Cleveland Browns,0,6,1977
/coaches/ModzDi0.htm,7,Dick Modzelewski,Defensive Coordinator,Cleveland Browns,0,6,1977
/coaches/BerrRa0.htm,7,Raymond Berry,Receivers,Cleveland Browns,0,6,1977
/coaches/CoreWa0.htm,7,Walt Corey,Linebackers,Cleveland Browns,0,6,1977
/coaches/SefcGe0.htm,7,George Sefcik,Quarterbacks/Running Backs,Cleveland Browns,0,6,1977
/coaches/PhilBu0.htm,6,Bum Phillips,Coach,Houston Oilers,0,8,1977
/coaches/ShipKe0.htm,6,Ken Shipp,Offensive Coordinator,Houston Oilers,0,8,1977
/coaches/BileEd0.htm,6,Ed Biles,Defensive Coordinator,Houston Oilers,0,8,1977
/coaches/BugeJo0.htm,6,Joe Bugel,Offensive Line,Houston Oilers,0,8,1977
/coaches/PhilWa0.htm,6,Wade Phillips,Defensive Line,Houston Oilers,0,8,1977
/coaches/JohnBi0.htm,6,Bill Johnson,Coach,Cincinnati Bengals,0,8,1977
/coaches/BrinHo0.htm,6,Howard Brinker,Defensive Coordinator,Cincinnati Bengals,0,8,1977
/coaches/McCoMi0.htm,6,Mike McCormack,Offensive Line,Cincinnati Bengals,0,8,1977
/coaches/WinnCh0.htm,6,Charley Winner,Defensive Backs,Cincinnati Bengals,0,8,1977
/coaches/NollCh0.htm,5,Chuck Noll,Coach,Pittsburgh Steelers,0,9,1977
/coaches/CarsBu0.htm,5,Bud Carson,Defensive Coordinator,Pittsburgh Steelers,0,9,1977
/coaches/MoorTo0.htm,5,Tom Moore,Wide Receivers,Pittsburgh Steelers,0,9,1977
/coaches/WideWo0.htm,5,Woody Widenhofer,Linebackers,Pittsburgh Steelers,0,9,1977
/coaches/MichWa0.htm,11,Walt Michaels,Coach,New York Jets,0,3,1977
/coaches/IdziJo0.htm,11,John Idzik,Offensive Coordinator,New York Jets,0,3,1977
/coaches/HennDa0.htm,11,Dan Henning,Quarterbacks/Receivers Coach,New York Jets,0,3,1977
/coaches/MazuJo0.htm,11,John Mazur,Defensive Backs,New York Jets,0,3,1977
/coaches/RingJi0.htm,11,Jim Ringo,Coach,Buffalo Bills,0,3,1977
/coaches/McCaRi0.htm,11,Richie McCabe,Defensive Coordinator,Buffalo Bills,0,3,1977
/coaches/FairCh0.htm,5,Chuck Fairbanks,Coach,New England Patriots,0,9,1977
/coaches/ErhaRo0.htm,5,Ron Erhardt,Offensive Coordinator,New England Patriots,0,9,1977
/coaches/BullHa0.htm,5,Hank Bullough,Assistant Head Coach/Defensive Line,New England Patriots,0,9,1977
/coaches/PerkRa0.htm,5,Ray Perkins,Wide Receivers,New England Patriots,0,9,1977
/coaches/ShulDo0.htm,4,Don Shula,Coach,Miami Dolphins,0,10,1977
/coaches/SchnHo0.htm,4,Howard Schnellenberger,Offensive Coordinator,Miami Dolphins,0,10,1977
/coaches/ArnsBi0.htm,4,Bill Arnsparger,Defensive Coordinator,Miami Dolphins,0,10,1977
/coaches/MarcTe0.htm,4,Ted Marchibroda,Coach,Baltimore Colts,0,10,1977
/coaches/BaugMa0.htm,4,Maxie Baughan,Defensive Coordinator,Baltimore Colts,0,10,1977
/coaches/KhayEd0.htm,4,Ed Khayat,Defensive Line,Baltimore Colts,0,10,1977
/coaches/NolaDi0.htm,9,Dick Nolan,Coach,New Orleans Saints,0,7,1978
/coaches/HughEd0.htm,9,Ed Hughes,Offensive Coordinator,New Orleans Saints,0,7,1978
/coaches/WiggPa0.htm,9,Paul Wiggin,Defensive Coordinator,New Orleans Saints,0,7,1978
/coaches/StanDi0.htm,9,Dick Stanfel,Offensive Line,New Orleans Saints,0,7,1978
/coaches/BennLe0.htm,7,Leeman Bennett,Coach,Atlanta Falcons,0,9,1978
/coaches/GlanJe0.htm,7,Jerry Glanville,Defensive Backs,Atlanta Falcons,0,9,1978
/coaches/NortJo0.htm,7,John North,Offensive Backs,Atlanta Falcons,0,9,1978
/coaches/ShivDo0.htm,7,Doug Shivley,Linebackers,Atlanta Falcons,0,9,1978
/coaches/WoodDi0.htm,7,Dick Wood,Quarterbacks,Atlanta Falcons,0,9,1978
/coaches/MalaRa0.htm,4,Ray Malavasi,Coach,Los Angeles Rams,0,12,1978
/coaches/CarsBu0.htm,4,Bud Carson,Defensive Coordinator,Los Angeles Rams,0,12,1978
/coaches/FaulJa0.htm,4,Jack Faulkner,Assistant,Los Angeles Rams,0,12,1978
/coaches/WallCh0.htm,4,Charlie Waller,Offensive Assistant,Los Angeles Rams,0,12,1978
/coaches/McKaJo0.htm,11,John McKay,Coach,Tampa Bay Buccaneers,0,5,1978
/coaches/GibbJo0.htm,11,Joe Gibbs,Offensive Coordinator,Tampa Bay Buccaneers,0,5,1978
/coaches/BassTo0.htm,11,Tom Bass,Defensive Coordinator,Tampa Bay Buccaneers,0,5,1978
/coaches/FontWa0.htm,11,Wayne Fontes,Defensive Backs,Tampa Bay Buccaneers,0,5,1978
/coaches/GibrAb0.htm,11,Abe Gibron,Defensive Line,Tampa Bay Buccaneers,0,5,1978
/coaches/ArmsNe0.htm,9,Neill Armstrong,Coach,Chicago Bears,0,7,1978
/coaches/MeyeKe0.htm,9,Ken Meyer,Offensive Coordinator,Chicago Bears,0,7,1978
/coaches/RyanBu0.htm,9,Buddy Ryan,Defensive Coordinator,Chicago Bears,0,7,1978
/coaches/ClarMo0.htm,9,Monte Clark,Coach,Detroit Lions,0,7,1978
/coaches/SchnBo0.htm,9,Bob Schnelker,Offensive Coordinator,Detroit Lions,0,7,1978
/coaches/RayeJi0.htm,9,Jimmy Raye,Running Backs,Detroit Lions,0,7,1978
/coaches/SchoMa0.htm,9,Marty Schottenheimer,Linebackers Coach,Detroit Lions,0,7,1978
/coaches/StarBa0.htm,7,Bart Starr,Coach,Green Bay Packers,1,8,1978
/coaches/HannDa0.htm,7,Dave Hanner,Defensive Coordinator,Green Bay Packers,1,8,1978
/coaches/BratZe0.htm,7,Zeke Bratkowski,Quarterbacks,Green Bay Packers,1,8,1978
/coaches/LeBeDi0.htm,7,Dick LeBeau,Defensive Backs,Green Bay Packers,1,8,1978
/coaches/GranBu0.htm,7,Bud Grant,Coach,Minnesota Vikings,1,8,1978
/coaches/BurnJe0.htm,7,Jerry Burns,Offensive Coordinator,Minnesota Vikings,1,8,1978
/coaches/HollBo0.htm,7,Bob Hollway,Defensive Coordinator,Minnesota Vikings,1,8,1978
/coaches/McVaJo0.htm,10,John McVay,Coach,New York Giants,0,6,1978
/coaches/GibsBo0.htm,10,Bob Gibson,Offensive Coordinator,New York Giants,0,6,1978
/coaches/ModzDi0.htm,10,Dick Modzelewski,Defensive Coordinator,New York Giants,0,6,1978
/coaches/InfaLi0.htm,10,Lindy Infante,Wide Receivers Coach,New York Giants,0,6,1978
/coaches/WilkBu0.htm,10,Bud Wilkinson,Coach,St. Louis Cardinals,0,6,1978
/coaches/BettTo0.htm,10,Tom Bettis,Defensive Coordinator,St. Louis Cardinals,0,6,1978
/coaches/GilmHa0.htm,10,Harry Gilmer,Quarterbacks,St. Louis Cardinals,0,6,1978
/coaches/HaniJi0.htm,10,Jim Hanifan,Offensive Line,St. Louis Cardinals,0,6,1978
/coaches/PardJa0.htm,8,Jack Pardee,Coach,Washington Redskins,0,8,1978
/coaches/WaltJo0.htm,8,Joe Walton,Offensive Coordinator,Washington Redskins,0,8,1978
/coaches/UricRi0.htm,8,Richard Urich,Defensive Coordinator,Washington Redskins,0,8,1978
/coaches/VermDi0.htm,7,Dick Vermeil,Coach,Philadelphia Eagles,0,9,1978
/coaches/RalsJo0.htm,7,John Ralston,Offensive Coordinator,Philadelphia Eagles,0,9,1978
/coaches/CampMa0.htm,7,Marion Campbell,Defensive Coordinator,Philadelphia Eagles,0,9,1978
/coaches/BrunFr0.htm,7,Fred Bruney,Defensive Backs,Philadelphia Eagles,0,9,1978
/coaches/CourDi0.htm,7,Dick Coury,Wide Receivers,Philadelphia Eagles,0,9,1978
/coaches/McPhBi0.htm,7,Bill McPherson,Linebackers,Philadelphia Eagles,0,9,1978
/coaches/LandTo0.htm,4,Tom Landry,Coach,Dallas Cowboys,0,12,1978
/coaches/ReevDa0.htm,4,Dan Reeves,Offensive Coordinator,Dallas Cowboys,0,12,1978
/coaches/StauEr0.htm,4,Ernie Stautner,Defensive Coordinator,Dallas Cowboys,0,12,1978
/coaches/DitkMi0.htm,4,Mike Ditka,Special Teams/Receivers,Dallas Cowboys,0,12,1978
/coaches/StalGe0.htm,4,Gene Stallings,Defensive Backs,Dallas Cowboys,0,12,1978
/coaches/LevyMa0.htm,12,Marv Levy,Coach,Kansas City Chiefs,0,4,1978
/coaches/RustRo0.htm,12,Rod Rust,Defensive Coordinator,Kansas City Chiefs,0,4,1978
/coaches/CoreWa0.htm,12,Walt Corey,Defensive Line,Kansas City Chiefs,0,4,1978
/coaches/RossBo0.htm,12,Bobby Ross,Special Teams,Kansas City Chiefs,0,4,1978
/coaches/ProtTo0.htm,3,Tommy Prothro,Coach,San Diego Chargers,0,1,1978
/coaches/CoryDo0.htm,4,Don Coryell,Coach,San Diego Chargers,0,8,1978
/coaches/PerkRa0.htm,4,Ray Perkins,Offensive Coordinator,San Diego Chargers,0,8,1978
/coaches/SimpJa0.htm,4,Jackie Simpson,Defensive Coordinator,San Diego Chargers,0,8,1978
/coaches/PateJa0.htm,7,Jack Patera,Coach,Seattle Seahawks,0,9,1978
/coaches/RhomJe0.htm,7,Jerry Rhome,Offensive Coordinator,Seattle Seahawks,0,9,1978
/coaches/PeccLa0.htm,7,Larry Peccatiello,Defensive Coordinator,Seattle Seahawks,0,9,1978
/coaches/ChriJa0.htm,7,Jack Christiansen,Defensive Backfield,Seattle Seahawks,0,9,1978
/coaches/MoraJi0.htm,7,Jim Mora,Defensive Line,Seattle Seahawks,0,9,1978
/coaches/MaddJo0.htm,7,John Madden,Coach,Oakland Raiders,0,9,1978
/coaches/FlorTo0.htm,7,Tom Flores,Receivers,Oakland Raiders,0,9,1978
/coaches/MillRe0.htm,6,Red Miller,Coach,Denver Broncos,0,10,1978
/coaches/CollJo0.htm,6,Joe Collier,Defensive Coordinator,Denver Broncos,0,10,1978
/coaches/BeliBi0.htm,6,Bill Belichick,Defensive Assistant/Assistant Special Teams,Denver Broncos,0,10,1978
/coaches/McCaRi0.htm,6,Richie McCabe,Defensive Backs,Denver Broncos,0,10,1978
/coaches/ZemaBo0.htm,6,Bob Zeman,Linebackers,Denver Broncos,0,10,1978
/coaches/JohnBi0.htm,5,Bill Johnson,Coach,Cincinnati Bengals,0,0,1978
/coaches/RiceHo0.htm,7,Homer Rice,Coach,Cincinnati Bengals,0,4,1978
/coaches/BrinHo0.htm,7,Howard Brinker,Defensive Coordinator,Cincinnati Bengals,0,4,1978
/coaches/McCoMi0.htm,7,Mike McCormack,Offensive Line,Cincinnati Bengals,0,4,1978
/coaches/SefcGe0.htm,7,George Sefcik,Quarterbacks/Running Backs,Cincinnati Bengals,0,4,1978
/coaches/WinnCh0.htm,7,Charley Winner,Defensive Backs,Cincinnati Bengals,0,4,1978
/coaches/RutiSa0.htm,8,Sam Rutigliano,Coach,Cleveland Browns,0,8,1978
/coaches/GarrJi0.htm,8,Jim Garrett,Assistant Coach,Cleveland Browns,0,8,1978
/coaches/KotiRi0.htm,8,Rich Kotite,Wide Receivers,Cleveland Browns,0,8,1978
/coaches/McPhDi0.htm,8,Dick MacPherson,Assistant Coach,Cleveland Browns,0,8,1978
/coaches/ShofJi0.htm,8,Jim Shofner,Quarterbacks,Cleveland Browns,0,8,1978
/coaches/PhilBu0.htm,6,Bum Phillips,Coach,Houston Oilers,0,10,1978
/coaches/BileEd0.htm,6,Ed Biles,Defensive Coordinator,Houston Oilers,0,10,1978
/coaches/BugeJo0.htm,6,Joe Bugel,Offensive Line,Houston Oilers,0,10,1978
/coaches/PhilWa0.htm,6,Wade Phillips,Defensive Line,Houston Oilers,0,10,1978
/coaches/NollCh0.htm,2,Chuck Noll,Coach,Pittsburgh Steelers,0,14,1978
/coaches/PerlGe0.htm,2,George Perles,Defensive Coordinator,Pittsburgh Steelers,0,14,1978
/coaches/MoorTo0.htm,2,Tom Moore,Wide Receivers,Pittsburgh Steelers,0,14,1978
/coaches/WideWo0.htm,2,Woody Widenhofer,Linebackers,Pittsburgh Steelers,0,14,1978
/coaches/MarcTe0.htm,11,Ted Marchibroda,Coach,Baltimore Colts,0,5,1978
/coaches/BaugMa0.htm,11,Maxie Baughan,Defensive Coordinator,Baltimore Colts,0,5,1978
/coaches/KhayEd0.htm,11,Ed Khayat,Defensive Line,Baltimore Colts,0,5,1978
/coaches/KnoxCh0.htm,11,Chuck Knox,Coach,Buffalo Bills,0,5,1978
/coaches/ProcRa0.htm,11,Ray Prochaska,Offensive Coordinator,Buffalo Bills,0,5,1978
/coaches/CatlTo0.htm,11,Tom Catlin,Defensive Coordinator,Buffalo Bills,0,5,1978
/coaches/StepKa0.htm,11,Kay Stephenson,Quarterbacks,Buffalo Bills,0,5,1978
/coaches/MichWa0.htm,8,Walt Michaels,Coach,New York Jets,0,8,1978
/coaches/IdziJo0.htm,8,John Idzik,Offensive Coordinator,New York Jets,0,8,1978
/coaches/HennDa0.htm,8,Dan Henning,Quarterbacks/Receivers Coach,New York Jets,0,8,1978
/coaches/MazuJo0.htm,8,John Mazur,Defensive Backs,New York Jets,0,8,1978
/coaches/ShulDo0.htm,5,Don Shula,Coach,Miami Dolphins,0,11,1978
/coaches/SchnHo0.htm,5,Howard Schnellenberger,Offensive Coordinator,Miami Dolphins,0,11,1978
/coaches/ArnsBi0.htm,5,Bill Arnsparger,Defensive Coordinator,Miami Dolphins,0,11,1978
/coaches/BullHa0.htm,1,Hank Bullough,Coach,New England Patriots,0,0,1978
/coaches/ErhaRo0.htm,4,Ron Erhardt,Coach,New England Patriots,0,11,1978
/coaches/FairCh0.htm,4,Chuck Fairbanks,Coach,New England Patriots,0,11,1978
/coaches/ErhaRo0.htm,4,Ron Erhardt,Offensive Coordinator,New England Patriots,0,11,1978
/coaches/BullHa0.htm,4,Hank Bullough,Defensive Coordinator,New England Patriots,0,11,1978
/coaches/BerrRa0.htm,4,Raymond Berry,Receivers,New England Patriots,0,11,1978
/coaches/BullHa0.htm,4,Hank Bullough,Assistant Head Coach/Defensive Line,New England Patriots,0,11,1978
/coaches/ShurFr0.htm,4,Fritz Shurmur,Defensive Line,New England Patriots,0,11,1978
/coaches/BennLe0.htm,10,Leeman Bennett,Coach,Atlanta Falcons,0,6,1979
/coaches/GlanJe0.htm,10,Jerry Glanville,Defensive Coordinator,Atlanta Falcons,0,6,1979
/coaches/NortJo0.htm,10,John North,Offensive Backs,Atlanta Falcons,0,6,1979
/coaches/ShivDo0.htm,10,Doug Shivley,Linebackers,Atlanta Falcons,0,6,1979
/coaches/WoodDi0.htm,10,Dick Wood,Quarterbacks,Atlanta Falcons,0,6,1979
/coaches/NolaDi0.htm,8,Dick Nolan,Coach,New Orleans Saints,0,8,1979
/coaches/HughEd0.htm,8,Ed Hughes,Offensive Coordinator,New Orleans Saints,0,8,1979
/coaches/WiggPa0.htm,8,Paul Wiggin,Defensive Coordinator,New Orleans Saints,0,8,1979
/coaches/StanDi0.htm,8,Dick Stanfel,Offensive Line,New Orleans Saints,0,8,1979
/coaches/MalaRa0.htm,7,Ray Malavasi,Coach,Los Angeles Rams,0,9,1979
/coaches/CarsBu0.htm,7,Bud Carson,Defensive Coordinator,Los Angeles Rams,0,9,1979
/coaches/FaulJa0.htm,7,Jack Faulkner,Offensive Backfield,Los Angeles Rams,0,9,1979
/coaches/ClarMo0.htm,14,Monte Clark,Coach,Detroit Lions,0,2,1979
/coaches/SchnBo0.htm,14,Bob Schnelker,Offensive Coordinator,Detroit Lions,0,2,1979
/coaches/RayeJi0.htm,14,Jimmy Raye,Running Backs,Detroit Lions,0,2,1979
/coaches/SchoMa0.htm,14,Marty Schottenheimer,Linebackers Coach,Detroit Lions,0,2,1979
